Date,Open,High,Low,Close,Volume
2025-05-30,111.584,112.11,108.6154,110.73,36088472.0
2025-05-29,115.485,115.54,112.13,113.03,30572131.0
2025-05-28,114.915,114.948,112.66,112.86,27483741.0
2025-05-27,113.175,115.395,112.27,114.56,37885019.0
2025-05-23,108.085,111.015,107.6671,110.31,30867274.0
2025-05-22,111.9,112.64,110.61,110.71,29251957.0
2025-05-21,113.85,116.1,111.09,112.06,43594606.0
2025-05-20,114.35,114.51,112.08,113.51,29030815.0
2025-05-19,115.015,115.53,114.06,114.74,37737373.0
2025-05-16,118.07,118.24,116.01,117.17,43419695.0
2025-05-15,117.02,117.5,114.01,114.99,43843235.0
2025-05-14,119.83,122.52,116.59,117.72,86743700.0
2025-05-13,109.6,113.1277,109.0,112.46,55659513.0
2025-05-12,110.415,110.667,106.98,108.12,50543396.0
2025-05-09,102.585,103.54,101.6,102.84,31704261.0
2025-05-08,101.92,105.44,101.56,101.7,54231362.0
2025-05-07,100.75,103.42,96.88,100.36,86648749.0
2025-05-06,98.41,100.07,97.44,98.62,54264254.0
2025-05-05,99.0,102.05,98.76,100.59,41268886.0
2025-05-02,98.4,99.88,98.3,98.8,29957888.0
2025-05-01,99.265,100.1,96.45,96.65,29591507.0
2025-04-30,92.81,97.55,91.87,97.35,29730729.0
2025-04-29,95.755,97.1767,95.33,96.06,20700637.0
2025-04-28,95.575,97.4865,94.27,96.39,30456683.0
2025-04-25,93.275,97.1,92.85,96.645,28575343.0
2025-04-24,91.59,94.75,90.37,94.47,33681919.0
2025-04-23,91.875,93.74,90.12,90.39,41102589.0
2025-04-22,86.12,87.17,85.17,86.26,35236735.0
2025-04-21,86.015,86.14,83.75,85.56,33855392.0
2025-04-17,88.84,89.03,86.515,87.5,34801437.0
2025-04-16,87.61,90.47,85.295,88.29,62109016.0
2025-04-15,94.66,96.85,94.62,95.29,28116536.0
2025-04-14,97.11,97.3699,93.45,94.5,36002970.0
2025-04-11,90.51,94.76,90.5,93.4,57892600.0
2025-04-10,91.0,92.95,85.06,88.7,65210565.0
2025-04-09,79.22,97.91,78.87,96.84,97827352.0
2025-04-08,86.145,88.93,76.48,78.21,69910233.0
2025-04-07,80.68,89.0,77.75,83.64,70515429.0
2025-04-04,90.1,91.08,83.67,85.76,65847021.0
2025-04-03,97.79,99.4499,93.64,93.8,50472542.0
2025-04-02,101.52,104.185,100.76,102.96,20793989.0
2025-04-01,102.16,102.83,100.93,102.78,23523230.0
2025-03-31,100.235,102.82,98.8,102.74,30865342.0
2025-03-28,105.525,106.51,102.48,103.22,31069114.0
2025-03-27,106.11,107.62,105.5499,106.65,32773714.0
2025-03-26,114.11,115.8999,108.68,110.19,39976485.0
2025-03-25,113.265,114.95,112.71,114.81,29077507.0
2025-03-24,109.73,114.85,109.4,113.85,53342002.0
2025-03-21,105.33,107.25,104.33,106.44,30767938.0
2025-03-20,105.12,108.26,105.12,107.14,26871839.0
2025-03-19,104.42,107.9,101.96,106.23,32287496.0
2025-03-18,103.85,104.55,102.97,103.51,27152827.0
2025-03-17,102.6,106.15,102.6,104.59,43689523.0
2025-03-14,99.64,101.22,99.58,100.97,24715265.0
2025-03-13,99.715,100.07,97.27,98.11,28575150.0
2025-03-12,99.045,101.715,98.17,100.79,34241287.0
2025-03-11,96.79,98.1599,94.73,96.76,34078300.0
2025-03-10,98.57,101.29,95.83,96.63,38733186.0
2025-03-07,98.88,100.65,96.39,100.31,33254367.0
2025-03-06,99.05,101.08,98.27,98.85,28984978.0
2025-03-05,100.36,101.84,98.87,101.67,27855488.0
2025-03-04,96.0,103.18,95.89,100.75,54156941.0
2025-03-03,101.515,102.34,97.09,98.23,38957988.0
2025-02-28,99.56,101.8,98.69,99.86,45194576.0
2025-02-27,105.08,105.76,99.5,99.51,47263727.0
2025-02-26,104.945,105.7999,103.99,104.74,29178213.0
2025-02-25,107.885,108.64,103.62,103.96,39169161.0
2025-02-24,111.49,111.6,107.98,108.11,29072208.0
2025-02-21,114.845,115.76,110.43,110.84,41353683.0
2025-02-20,115.01,116.55,113.105,114.17,27219565.0
2025-02-19,114.245,116.11,113.14,114.69,28807709.0
2025-02-18,114.05,115.55,113.45,114.28,31720307.0
2025-02-14,112.65,114.63,111.7,113.1,32477159.0
2025-02-13,112.0,114.6,110.4,111.81,40911804.0
2025-02-12,109.52,111.8356,109.0649,111.72,25319729.0
2025-02-11,108.98,113.07,108.94,111.1,35033759.0
2025-02-10,108.44,111.4,108.15,110.48,34905359.0
2025-02-07,109.13,109.92,106.79,107.56,46082499.0
2025-02-06,110.93,112.56,109.02,110.16,50426590.0
2025-02-05,107.61,112.09,106.5,112.01,110609343.0
2025-02-04,115.45,119.85,114.79,119.5,69412094.0
2025-02-03,113.875,115.16,112.98,114.27,34586051.0
2025-01-31,119.14,119.565,115.33,115.95,40533565.0
2025-01-30,118.53,120.44,117.09,118.86,29788383.0
2025-01-29,115.77,118.52,114.96,117.35,40199052.0
2025-01-28,115.175,116.15,112.95,114.17,40554760.0
2025-01-27,117.8,118.08,112.8,115.01,61067888.0
2025-01-24,124.55,125.25,122.23,122.84,31570300.0
2025-01-23,121.425,123.71,120.63,123.04,24921108.0
2025-01-22,123.08,125.65,121.912,123.75,35023842.0
2025-01-21,122.39,123.75,121.1201,122.28,31578832.0
2025-01-17,120.78,122.74,120.55,121.46,35765924.0
2025-01-16,120.24,121.09,118.25,118.44,29414126.0
2025-01-15,117.55,120.42,117.46,119.96,38185819.0
2025-01-14,118.0,118.66,114.5,116.09,37005279.0
2025-01-13,115.28,117.48,114.41,117.32,39128897.0
2025-01-10,118.18,118.71,114.4501,116.04,59415614.0
2025-01-08,124.51,125.3,120.1201,121.84,46723136.0
2025-01-07,130.51,131.71,126.8537,127.33,39220408.0
2025-01-06,129.07,130.73,127.36,129.55,48020190.0
2025-01-03,121.65,125.56,121.42,125.37,36785299.0
2025-01-02,122.29,123.14,119.44,120.63,34256182.0
2024-12-31,123.1,123.55,120.138,120.79,30203428.0
2024-12-30,123.562,124.1,122.35,122.44,30501637.0
2024-12-27,124.37,126.18,122.26,125.19,32924011.0
2024-12-26,125.52,127.2999,125.05,125.06,25139138.0
2024-12-24,127.51,127.51,124.66,126.29,24829564.0
2024-12-23,120.71,126.3387,120.47,124.6,47777898.0
2024-12-20,118.0,121.86,117.9,119.21,53591212.0
2024-12-19,122.16,123.38,118.45,118.88,46160667.0
2024-12-18,125.43,127.75,120.43,121.41,49724442.0
2024-12-17,124.45,127.08,123.15,125.02,43314939.0
2024-12-16,126.01,127.76,123.12,126.69,42090277.0
2024-12-13,131.3,131.3,124.77,126.91,67544738.0
2024-12-12,130.0,132.32,129.07,130.6,34267091.0
2024-12-11,128.52,131.21,126.2201,130.15,45588138.0
2024-12-10,131.56,131.56,127.07,127.74,38907198.0
2024-12-09,135.71,135.77,130.0,130.87,57055558.0
2024-12-06,141.48,142.7852,137.4,138.59,33576839.0
2024-12-05,143.68,143.95,140.38,141.36,29576925.0
2024-12-04,142.96,144.12,141.18,143.99,25942650.0
2024-12-03,142.58,143.4495,141.0801,141.98,22665348.0
2024-12-02,137.915,142.82,137.8,142.06,33102438.0
2024-11-29,136.24,138.5876,135.78,137.175,16085714.0
2024-11-27,137.2,137.94,132.96,136.24,30175287.0
2024-11-26,142.55,142.8,136.62,137.72,32092378.0
2024-11-25,140.49,142.35,139.05,141.13,30923110.0
2024-11-22,137.35,139.13,137.04,138.35,21784728.0
2024-11-21,138.87,140.2799,134.93,137.49,29311442.0
2024-11-20,138.96,140.77,135.48,137.6,28843065.0
2024-11-19,137.41,139.75,137.14,139.39,23131352.0
2024-11-18,138.185,140.9,137.21,138.93,38782434.0
2024-11-15,136.575,137.35,133.65,134.9,44217530.0
2024-11-14,140.34,141.4,138.56,138.84,31681410.0
2024-11-13,142.86,144.49,139.07,139.3,35146648.0
2024-11-12,147.0,147.45,141.5501,143.63,33560287.0
2024-11-11,147.38,148.57,144.91,147.35,29868125.0
2024-11-08,149.39,150.71,147.525,147.95,27560342.0
2024-11-07,146.68,150.12,145.66,149.82,30326430.0
2024-11-06,144.95,145.625,141.52,145.1,32911499.0
2024-11-05,141.94,143.08,140.8,141.66,27067330.0
2024-11-04,141.7,143.64,139.72,140.71,29117421.0
2024-11-01,144.44,144.54,141.32,141.86,39027430.0
2024-10-31,147.8,148.68,143.33,144.07,44386597.0
2024-10-30,153.01,153.12,148.1,148.6,87701674.0
2024-10-29,161.1,167.5099,158.94,166.25,71896038.0
2024-10-28,158.5,160.28,157.045,159.92,36010134.0
2024-10-25,155.4,158.91,155.05,156.23,29758489.0
2024-10-24,154.74,155.19,152.35,153.44,22877016.0
2024-10-23,153.0,153.445,150.52,152.91,26095933.0
2024-10-22,156.6,156.74,151.91,154.09,34997352.0
2024-10-21,155.76,158.0,154.15,157.9,25781212.0
2024-10-18,157.41,158.01,155.56,155.97,23822985.0
2024-10-17,160.0,160.44,156.2,156.25,29491853.0
2024-10-16,158.075,158.28,154.9159,156.13,30575773.0
2024-10-15,163.21,164.13,155.74,156.64,50768024.0
2024-10-14,167.77,168.9,165.15,165.27,31757205.0
2024-10-11,164.185,169.35,163.0101,167.89,42136175.0
2024-10-10,169.76,172.01,162.0,164.18,75113590.0
2024-10-09,174.05,174.05,169.55,171.02,33890735.0
2024-10-08,171.75,173.6,170.0,172.8,34730152.0
2024-10-07,171.08,172.41,168.21,170.97,38379930.0
2024-10-04,166.533,171.21,164.42,170.9,44640296.0
2024-10-03,159.7514,166.7894,159.4,162.85,29598787.0
2024-10-02,159.31,163.1,158.6689,159.78,24630431.0
2024-10-01,164.48,165.4,158.08,159.75,31831860.0
2024-09-30,163.1,165.08,162.18,164.08,21920300.0
2024-09-27,167.48,168.7286,163.74,164.35,27876037.0
2024-09-26,167.055,168.68,164.05,167.49,38044919.0
2024-09-25,158.5,162.95,158.18,162.02,35233264.0
2024-09-24,157.46,159.64,154.58,158.32,27531200.0
